SEQN,diet_wts
22596.0,5162.234500513006
58312.0,30542.34548464304
60507.0,3121.9598938583185
58458.0,4053.8078144911897
25704.0,5572.760673559335
35789.0,6809.20849763567
26191.0,4854.942430231984
88696.0,2089.5025532857144
46034.0,4399.97469738909
14511.0,2759.4060698705625
44667.0,21394.0972524788
16659.0,17726.99486834704
45204.0,3221.2976221257454
52365.0,4902.782102093284
27878.0,3503.7479569061275
43273.0,10441.162680833218
46345.0,2257.5226865897403
21568.0,10154.894563674416
10492.0,754.4837851681025
48897.0,8857.602806641236
27239.0,3112.77672217771
43624.0,1333.9280942591838
26488.0,12887.269678888091
61885.0,533.9186803641927
13940.0,203.18541452268465
89939.0,5181.538416571429
41863.0,3661.467080398405
92044.0,2179.4780715714287
42049.0,20576.26421679633
55086.0,5482.486636667175
52131.0,4280.107925040651
23836.0,17198.82800034156
35927.0,10883.521295012291
90929.0,2422.7739955714283
17912.0,6315.330388328334
99275.0,6335.997899857143
41165.0,10549.862227583117
36045.0,11550.008550254077
48904.0,1601.6369033773967
50858.0,22127.2539125281
14173.0,3530.6581430699634
34310.0,7669.136311704094
42059.0,12929.92236793248
40000.0,38488.31793933389
29823.0,5190.705466076913
56384.0,2098.970371378557
36333.0,12153.512838592247
87814.0,8435.184056571428
90724.0,10595.147412285714
88542.0,14091.582163714284
24539.0,950.985881835166
22718.0,6994.240691504126
85816.0,7.710864781334325e-80
58867.0,4676.213755733953
46588.0,9660.29083438592
51210.0,18058.55552495369
40563.0,1196.1249406737484
35313.0,6253.3779835839805
51290.0,18762.00689733993
62036.0,9292.814092124314
52754.0,3144.82228154874
88780.0,522.8987695714286
91586.0,2451.1764044285715
90849.0,9361.722192285715
40291.0,1921.00576493095
40888.0,1328.2661007839672
41334.0,24017.52933738632
53121.0,1118.1880758106097
26150.0,589.8339843292051
39356.0,7455.1409256542
61148.0,4384.8269570126
28576.0,2172.6083523270177
87648.0,28613.268125571427
90257.0,8602.605005
54787.0,6103.74788003809
58996.0,2247.5074194573976
44938.0,7531.973564250303
85649.0,13144.404709857145
56025.0,4732.483183207913
23553.0,3457.5585796018686
57307.0,1514.8125646742417
37910.0,1071.0931936998616
18724.0,3261.1692054271894
28459.0,2399.5602687414853
25951.0,2551.4739579275
31725.0,985.625089106521
49833.0,8679.786856668748
25978.0,35616.12236496857
84704.0,11106.674137428572
10362.0,1288.3200369310855
60297.0,1369.7293388468215
18610.0,1433.2467256773923
37918.0,1273.0871526863857
51448.0,2191.27574402888
48586.0,6783.510257735145
38764.0,16711.082501426932
39400.0,14001.032965345888
33892.0,13257.281747255647
50619.0,1088.216943017637
28640.0,4081.756539026189
43520.0,5862.065971454592
52971.0,2409.730522995864
43772.0,7217.726271199055
36401.0,12245.777984730188
18716.0,3757.064373402015
19361.0,17359.82395502895
33614.0,16447.345895941464
34642.0,35713.718143554535
43560.0,1591.514156016518
59411.0,3944.2894398191097
12848.0,1602.866946181071
43259.0,1066.155377477506
44148.0,4326.540377597499
48788.0,4656.0184287749735
55070.0,2055.9424770445694
17737.0,3048.167318056541
13530.0,2013.9496840472711
86127.0,1499.4009638571429
99428.0,6412.921003428572
88552.0,1305.4729997142858
88344.0,10858.748275714286
49699.0,10444.6667301704
93313.0,1682.0169267142858
94546.0,3700.254371571428
20470.0,3382.244765190517
35654.0,3781.6509540939646
91163.0,7.710864781334325e-80
93039.0,7.710864781334325e-80
58304.0,3823.725414518344
13980.0,7359.056770728232
92122.0,10062.854477
51951.0,5974.318081400036
37163.0,6744.910759962478
91056.0,7.710864781334325e-80
17076.0,1867.009587710055
45318.0,9717.25376193556
84011.0,4476.609717714286
22545.0,35062.00719916046
90675.0,1206.5888562857142
56705.0,2061.9624068423086
11181.0,8792.901960170568
17595.0,4677.439468593335
61439.0,4614.361480391795
52556.0,13738.582923182676
53537.0,1393.8500356356903
92564.0,13058.536327428572
23978.0,1570.7339809207554
33864.0,15884.447223401936
11005.0,12764.390646684344
55353.0,9623.259436335387
54492.0,2889.939328043074
91358.0,15760.960418
26310.0,2220.648336813681
58576.0,6234.884677076263
24916.0,13541.079283448327
57938.0,1437.075790516808
86715.0,39496.966591
89019.0,11416.520930142857
49230.0,2877.480540182713
54713.0,1019.2759838375327
45067.0,10273.74816965616
35691.0,3520.628137733564
17919.0,15542.543810222936
12910.0,14714.863556380966
21781.0,36041.26563403474
50520.0,21453.91866678581
48751.0,763.1793655614475
54538.0,2170.2455901943254
59405.0,12856.52362947601
90640.0,31678.28439185714
41449.0,626.2921883904725
39659.0,3287.20584176871
85975.0,7.710864781334325e-80
47356.0,1435.409746062602
54253.0,2814.444392038024
91652.0,8573.176799571429
84419.0,10645.462054
48008.0,12508.953000209443
55664.0,7332.673138422569
11573.0,2454.4485096407343
30382.0,2603.759864680957
14023.0,15757.61522499524
92409.0,2062.496932142857
31183.0,8528.742386952363
25154.0,4882.745339207853
55555.0,5085.855289186772
89864.0,13027.552663
47709.0,7458.953222283211
33376.0,7027.526025783677
56824.0,1588.1476491397864
12548.0,374.32782424483327
28755.0,26282.3059324243
39568.0,1254.4311376360822
84448.0,5266.443689714286
15292.0,3020.719906078028
87162.0,1809.274166857143
15953.0,15638.545327991564
24989.0,754.1708244711946
50770.0,7282.71600596314
24409.0,4357.374004698474
27941.0,2630.035147655656
91138.0,7.710864781334325e-80
50663.0,13314.542354935988
59553.0,1479.0611445423865
39615.0,9801.01358262898
25731.0,3150.9644741168336
88203.0,534.6062885714285
51183.0,4919.240154207973
87268.0,1924.2902098571428
43720.0,1370.3994808420932
51234.0,455.1102305174737
52063.0,5362.0873099775545
34370.0,5823.567241152966
13411.0,4356.554239790232
61791.0,7109.606067382889
55645.0,13035.44146705804
54791.0,2167.5514176580305
58826.0,12093.744270052912
18853.0,1494.7943210436897
53094.0,4064.45026907731
36773.0,12462.893195787849
24922.0,265.3098709780173
14667.0,12115.79796537793
56568.0,10202.014065908836
92206.0,12021.864924
53169.0,3528.846237135524
36666.0,5288.186419892866
37771.0,881.6544205269336
15784.0,1051.9722654630618
91404.0,11474.971043285714
16946.0,998.5035524697912
93307.0,10400.81036342857
44404.0,7600.3472455018
87330.0,16825.891301142856
49664.0,1411.7125686026695
14887.0,3287.282108381383
40574.0,1522.0371554195974
38918.0,11957.6220894516
35633.0,13422.285655264095
14132.0,1126.5401471305624
91252.0,3235.0038714285715
40408.0,5527.917543121149
90931.0,4478.971783857143
49303.0,3337.8820899940683
54057.0,2834.246400330274
32419.0,1069.500841664801
17683.0,800.8056913165635
58565.0,26674.96472964815
53616.0,4026.677728373558
10250.0,6294.294893595371
34934.0,16273.946859425245
46424.0,1281.13732930548
53886.0,5078.909710200072
36432.0,4267.208369647879
14194.0,25345.597022214693
86325.0,730.7762237142857
86061.0,9110.701295571427
28651.0,2236.094628822832
12994.0,2198.4906958219326
61379.0,1760.024531636857
40909.0,25190.26367305459
28421.0,11440.326021476738
56756.0,6592.554151835766
27747.0,38489.7445592842
22608.0,455.87614956625896
37136.0,13687.22647209056
54829.0,6836.642115438308
20249.0,1326.752582855157
17923.0,917.5549775962684
86510.0,11721.813754857145
61801.0,1427.1490685693072
52033.0,6325.525328051394
38126.0,1516.1106608029884
50236.0,7862.177627161934
10906.0,14869.258469901071
90439.0,9333.094567142858
89997.0,3723.240606
44131.0,25105.724823964363
42252.0,7436.268784641741
18977.0,7591.462382541479
15281.0,1567.6985148122117
39577.0,800.2981418488006
22831.0,13990.507277248402
31153.0,15614.644233723371
56030.0,6683.732661126868
86649.0,8668.095060714286
42281.0,1445.4223893185494
56015.0,1526.5661348021215
54381.0,5967.2036104579065
58219.0,24866.529572892054
25694.0,4123.752666070536
56776.0,2370.2139141710645
49597.0,8010.566499354973
51675.0,4007.2395401174585
61126.0,3909.1854565443714
84825.0,6413.360909571428
28812.0,9035.650506027854
59489.0,12381.100233510915
15527.0,6340.825637494729
28340.0,1168.4535104825934
61189.0,8643.868111340602
52789.0,12109.887242690644
87942.0,2369.9044318571428
50277.0,24798.029188175115
24029.0,7302.737424573982
41039.0,928.3413829395928
24671.0,2489.744399956394
27017.0,2807.8087159499823
49920.0,2164.664663422157
32984.0,1349.8836849010074
47209.0,2787.8135026546547
61460.0,439.6342464470023
43330.0,2648.905613227307
28912.0,532.1379067946345
11979.0,5456.420388739331
59855.0,5830.011120512752
29140.0,6541.826335126304
38824.0,4599.00382158071
59788.0,4366.8355069233385
84979.0,4789.346975714286
92287.0,10038.095388
24760.0,739.4674352916893
85292.0,32558.00375442857
23637.0,8769.611020435523
51147.0,8484.494830959693
23979.0,5983.535298460994
13176.0,10620.837470147148
26884.0,270.5024970498777
19675.0,233.9473779294787
43433.0,26302.01274444146
61191.0,2747.4950964028226
60845.0,650.2397931219779
27634.0,30351.71879958797
92762.0,2605.9972147142857
49853.0,1119.241166064215
30987.0,13632.85897441576
56155.0,6439.850047950921
88738.0,2180.260982857143
53346.0,19471.78393800052
57279.0,5151.894779345084
29344.0,8966.240158414004
38449.0,22820.24184508804
88732.0,14426.684128428573
25802.0,2034.9709109304847
32889.0,8027.81890762021
44726.0,9907.552599274346
15497.0,11418.699366442595
84405.0,2868.620860857143
32958.0,8502.843790240799
32325.0,2925.327614539888
57556.0,3405.228038443986
52255.0,9646.250645157326
86009.0,3602.5125405714284
38424.0,1442.1979676891567
87520.0,9939.162846
50266.0,4631.424306940233
54344.0,2875.4266470885354
38490.0,4739.070589701289
57876.0,5975.596465248274
22857.0,6306.650063073897
37893.0,1131.5388836651898
84609.0,7646.955430857143
25096.0,4036.3073418152567
32742.0,3370.9549477980177
51032.0,2065.085016876418
58916.0,3624.2612890088417
11560.0,4213.757736868743
55597.0,12000.412066122515
31570.0,22216.214225764816
13127.0,15091.329804058454
88628.0,2408.4963730000004
10121.0,1680.6242473541818
50244.0,5675.333729557696
22758.0,9249.7597886985
12108.0,6532.302270145801
50755.0,2758.48244290379
23764.0,14914.156212325404
53198.0,1793.4667138570433
47534.0,9137.854827596064
89543.0,7.710864781334325e-80
20412.0,5930.953009387702
61073.0,6122.218143018448
28763.0,7620.678603704534
89371.0,901.6861335714284
25473.0,4439.532454903215
90904.0,8629.069716857142
24165.0,5139.70301997397
53085.0,7427.562180190407
57921.0,2966.696971060692
22922.0,781.9028786755945
16782.0,1050.350865829594
33630.0,1656.8879651542236
42426.0,6410.71531092143
61812.0,2496.638260873797
26991.0,1353.4557106345335
85624.0,4640.899418714286
24868.0,926.1177642307518
84933.0,2336.671679285714
61036.0,16892.76082150891
86367.0,2707.705768142857
24997.0,5474.561630795071
13936.0,242.6987598808344
48970.0,2703.085368026495
89348.0,1703.564213
40912.0,416.155636703198
42665.0,3179.575283574517
11587.0,6124.894116808503
91176.0,2837.836498142857
59637.0,4724.868043807706
86586.0,6937.044171857143
31361.0,1444.4161133888576
86144.0,1969.2578507142853
56424.0,1360.684266918318
46708.0,1799.7063942295645
33563.0,28881.0803040116
85815.0,1964.330985142857
61775.0,882.6190695597363
43367.0,5878.231896755729
85941.0,2743.285987
45012.0,22424.2953828648
41548.0,6410.229494721076
57289.0,7077.508221076779
35128.0,3995.088000014045
40351.0,8479.84610096872
55472.0,9620.213527914511
86223.0,5185.977428714285
42028.0,1913.5249509699345
54141.0,6587.591672208348
46428.0,2557.183592115379
34012.0,7847.405546734555
23915.0,4984.829683558872
44940.0,1495.5812977768678
15865.0,8180.820665894623
14363.0,7789.793195605686
18926.0,6710.068526222933
101113.0,23147.263120857144
36911.0,6039.912618001958
22734.0,880.8498401504836
91853.0,2673.5293405714287
27923.0,2624.80540346052
39521.0,549.9392846590107
56363.0,5779.266847841563
87850.0,7.710864781334325e-80
51780.0,21812.14051600266
59992.0,800.5276326607192
45715.0,6883.179746571496
41679.0,6500.0231863268855
62030.0,1784.8239198527797
11523.0,1439.7549519865609
56980.0,4291.146122441765
30068.0,9302.767125984246
40039.0,8517.554756396134
35766.0,1151.5250973052068
36184.0,21942.216687059008
52387.0,6553.54496100282
59053.0,22046.399713361465
51140.0,1079.930258156904
89586.0,12175.454357285713
29615.0,21831.48869227292
31058.0,10894.107643234183
91673.0,4732.733137428571
88914.0,5841.374643571428
15705.0,3316.1797709617854
54987.0,5460.341464787886
29155.0,932.637036831454
44275.0,2984.547361781052
91293.0,7.710864781334325e-80
44481.0,4354.101372162614
37296.0,8538.049313652846
38762.0,24041.049258087904
91792.0,526.2272715714286
42961.0,8075.392478266681
30189.0,3881.6140085510456
92854.0,51036.688357142855
57524.0,17213.34347795208
58852.0,9707.069015207922
26314.0,131.89488865757465
59385.0,1877.581414664181
60711.0,1982.8922885677823
60916.0,8828.508586057304
29547.0,4276.014978779369
86863.0,3804.369372142857
59473.0,7426.32679665069
45926.0,7679.687804466824
90447.0,7.710864781334325e-80
52010.0,5325.700607715792
93212.0,1857.2446137142856
20829.0,8116.271623851519
35045.0,1342.9736029762428
83827.0,4121.601564571429
88870.0,7.710864781334325e-80
34824.0,1343.0721007177392
23820.0,611.7133484921916
18357.0,2670.258766033391
50545.0,4242.037370756852
85401.0,8674.616355142858
52538.0,7479.937853696706
38991.0,8010.829685665072
49323.0,4032.584982172783
92699.0,10407.15543514286
51112.0,5776.806797279597
53446.0,8254.269862294725
46917.0,2771.2196429841
16626.0,1487.7196351029393
60104.0,1442.4334046070303
91583.0,8452.093941428571
44113.0,1035.2775040478416
47807.0,1135.8414955650762
90691.0,33152.08173085714
91273.0,10881.486518428572
30148.0,7138.881783635247
48649.0,1587.5491328670164
93428.0,3373.981060714286
35907.0,4160.454617855632
29597.0,12618.466774582874
92743.0,82735.56517571429
59880.0,921.1208790410608
28030.0,2175.824751454569
84338.0,6818.447700857143
45400.0,17150.959680038144
91513.0,838.3335342857143
45144.0,1155.4485408661526
36896.0,1547.7050992981935
38993.0,2751.726709969824
90593.0,3429.518981428572
23941.0,2342.0353861931803
54433.0,8397.007804199282
45924.0,12413.27277086937
34952.0,1250.601459827159
27779.0,18157.312504828944
10021.0,8471.779090623995
19264.0,1010.990936591418
61090.0,1534.266157246104
53407.0,2474.755635415594
50303.0,2203.96296048408
83959.0,20204.344630714284
102019.0,6256.572099714285
92059.0,22676.377686571428
11998.0,3011.8861473935854
46334.0,2336.836600238308
13225.0,713.2876444127361
48647.0,2296.995784624816
47119.0,8418.8262227605
92475.0,8616.043236428572
24279.0,20607.52257172056
32489.0,12386.224116913048
88081.0,1796.8383964285715
58282.0,3946.306469546852
51741.0,3794.6713345980456
61281.0,8383.562968255148
91750.0,12350.161154571428
50933.0,8046.866322391887
84269.0,5294.400383714286
57435.0,1732.397231394274
19236.0,4062.55661395419
36329.0,1395.5043606615295
37050.0,3124.863167101184
31497.0,9049.704102236485
86208.0,57773.84446685715
53583.0,2649.1274724466225
34977.0,5010.077844413476
33283.0,10068.5916459119
43708.0,907.2967618711996
51580.0,4923.863115539013
91771.0,2027.9543512857144
85157.0,7.710864781334325e-80
31491.0,2024.8441961871447
91282.0,60175.60072257143
44407.0,27753.481069454687
52235.0,8458.656463149944
102123.0,1327.8020277142855
42383.0,17762.11028292559
34731.0,37269.51527710586
15983.0,6025.715591770174
92448.0,707.7698494285714
45766.0,27775.72532680241
85807.0,468.07208414285714
52119.0,7064.30871176411
60427.0,24658.26537437624
24352.0,992.095750276865
40191.0,10188.893464120762
21620.0,13390.293575840346
48250.0,1107.8927611794074
58611.0,5901.3631856383945
36889.0,2655.282979316743
45724.0,974.4792677593092
27176.0,6156.940354441936
11468.0,2323.434170610405
18801.0,5723.445863914453
45064.0,3000.34654336014
18813.0,1685.3059571562092
36687.0,2021.8062444747168
34138.0,8735.53629462489
53836.0,4395.061955496226
31793.0,8534.816322655937
33574.0,18701.326841608527
45684.0,7887.1136137468
86090.0,19444.825058857143
58802.0,652.5184201353901
46756.0,8635.630023379905
85003.0,1223.6444974285714
87943.0,2027.6043127142857
86400.0,2755.4746062857143
51718.0,739.9773963784213
22344.0,2383.908961090862
57800.0,12260.759906678884
15450.0,357.6875315325486
45596.0,1392.7898870148438
52469.0,17369.03272759924
30647.0,1235.818661016219
56029.0,6871.764516356031
45403.0,30481.588064682343
23899.0,5406.120520587906
34986.0,1545.096242254683
60166.0,8842.34393962227
83994.0,47758.11324585714
27670.0,2578.5078031327453
28196.0,1551.577478416029
58253.0,1285.9939750474944
32599.0,11123.64949214881
11619.0,15779.821594313284
86188.0,2212.5922884285715
19817.0,7492.325103813567
93113.0,44131.22653557143
44782.0,5168.280408979069
87353.0,7.710864781334325e-80
14237.0,1801.6484100222845
31528.0,6778.486057288346
13281.0,5184.896614194629
91275.0,23027.249309714283
26904.0,1056.6098475781869
14402.0,832.7467235085318
60217.0,17024.580312999184
91647.0,2540.136730142857
59789.0,7179.906985138966
30409.0,1771.6722395280156
20286.0,5592.999317877805
12619.0,898.3169812232085
29900.0,20239.520039933745
49069.0,614.0694359453419
40433.0,5814.584158349329
34235.0,3668.580772785876
59052.0,18944.842958601443
36875.0,1923.295516839971
26532.0,558.2862272941387
21321.0,3099.959438060276
60922.0,1769.8789628860388
59857.0,24588.05383765832
47155.0,1820.979296517956
18355.0,5919.511554664722
21048.0,4256.071104580248
45974.0,3688.323214419292
14775.0,522.6043812106132
47910.0,26240.565867907902
38687.0,7005.862233518114
26801.0,34363.9668462615
29088.0,181.79727281197924
43349.0,8020.01499770276
25375.0,1890.457613457444
32256.0,1840.1376054357647
28844.0,29253.91476525464
57598.0,7067.923376350677
42523.0,5960.697800746267
37283.0,6107.042015273432
86299.0,7.710864781334325e-80
55104.0,1417.9147800132748
58915.0,4064.023456956252
44795.0,2740.2900573776456
32011.0,6995.682734053591
20987.0,19307.75583126561
91383.0,7409.562072714286
41961.0,8058.960650213553
58108.0,666.750602123379
30483.0,1357.1642775170008
40671.0,2410.373270021321
54194.0,2254.2737167839064
43315.0,7895.952856752046
57939.0,2042.8356468887173
92731.0,29207.186327857144
12274.0,959.3770883446736
30163.0,8844.264397979465
30041.0,9683.024302974503
34074.0,8234.790758430976
92545.0,43001.904981
30464.0,6927.072173835464
10686.0,1972.629031735903
27117.0,9908.52298237989
38128.0,19281.62951387282
92690.0,1079.2125578571429
56715.0,26403.380199261406
46684.0,2356.515126124033
53876.0,5624.391684927161
57601.0,1566.0302935054715
41908.0,2257.5226865897403
86885.0,1874.4190662857145
87324.0,7.710864781334325e-80
52424.0,1050.416549924656
13986.0,6619.152557801136
91922.0,4190.619624714285
35186.0,21662.7968473014
61762.0,3462.4863944585263
23966.0,2972.568113791428
24381.0,4779.4794123971815
11249.0,5714.005092932345
48038.0,531.1989490537218
23697.0,7715.45161957449
17891.0,875.0958374031173
60281.0,7471.096294626656
53817.0,2811.4319521577286
91738.0,1594.9473585714284
54927.0,3845.12816270056
52749.0,1507.6846206477928
39879.0,11255.237060778993
91484.0,2139.6755277142856
49272.0,9110.57057738203
29536.0,4534.0460595543445
84726.0,9836.808202285714
36718.0,12965.191666890489
91345.0,12328.88600957143
53041.0,746.2626279510994
89991.0,1583.2421204285713
51806.0,1484.9755956932156
15929.0,2239.5862050809383
92586.0,8079.0297628571425
88402.0,1092.5123231428572
39554.0,4971.909668365683
46140.0,1217.1277082216225
48144.0,7489.725923518083
43356.0,1860.325935185892
32300.0,1608.1587202475137
58645.0,791.9422854944471
87214.0,7680.6111441428575
23440.0,296.4728093695836
50308.0,2352.773231912461
13420.0,8132.777397097275
27872.0,7817.533187512413
46891.0,6782.616872447137
92134.0,7.710864781334325e-80
84642.0,13251.912776142855
54077.0,3670.021763269666
20820.0,6134.843886702069
24562.0,14235.44226771206
30656.0,1849.596289797328
40955.0,640.7480398904498
61675.0,8040.86523656229
17006.0,9666.553039534652
56331.0,1546.5150874191418
92938.0,1960.7800915714288
34394.0,3822.4140395281024
92795.0,1643.0286778571428
84139.0,3007.2821327142856
41340.0,2204.551626414273
30040.0,1336.634607189751
20025.0,327.4419577453961
60500.0,5229.88067663555
97793.0,1717.113204857143
18539.0,817.0333142524676
59521.0,4976.769030326958
45728.0,5618.831864281614
10820.0,16656.444429889507
92735.0,2217.1100517142854
54085.0,6431.011646164212
20768.0,841.0285642738008
85920.0,31602.738228857143
46198.0,11547.909778461044
87154.0,6901.043482428571
49772.0,4778.880928765515
46972.0,8849.563406774447
90938.0,7086.101289428571
85951.0,17851.368348857144
39619.0,194.78044724487995
61166.0,4646.016123774144
21298.0,8667.497906018807
35154.0,7664.872404109541
86350.0,2637.9746524285715
28709.0,1821.873695881232
16353.0,4082.7139593686384
35029.0,2695.8833928587205
44326.0,2807.5718166547376
54306.0,10957.187384196008
48486.0,4893.965511938964
51991.0,4964.631414210943
61174.0,1225.0735677195871
53641.0,1358.5171731415128
37377.0,1619.3231338476212
13242.0,4999.3098884530245
56089.0,4641.760907906687
18595.0,10909.141968021184
93416.0,7.710864781334325e-80
57868.0,37425.752889670526
56650.0,1728.4263562005335
38614.0,20257.719807875783
20557.0,1154.2582103136542
89204.0,12348.906451571427
43732.0,1724.7607309574291
42071.0,6308.304103305369
91190.0,7971.375241571428
85994.0,3170.322787714286
17043.0,6155.972697769299
15073.0,2150.897301499494
52764.0,892.6363041985752
35134.0,2198.660748037183
90669.0,3143.077706428572
59457.0,8698.735532692192
86395.0,7.710864781334325e-80
45365.0,10374.035827268806
48492.0,457.780810070943
54236.0,789.3759069022391
51328.0,1949.425819856105
41482.0,897.0916526161733
50128.0,4558.0643723849225
93520.0,3745.6403637142857
47339.0,10637.027300574062
58292.0,1212.9631285908624
93509.0,2469.569844142857
49289.0,19740.048818348587
16944.0,565.6125174833785
28053.0,5304.175631818633
43864.0,2270.938804310215
26215.0,899.2525005628544
85796.0,8367.408507142858
24821.0,16009.168961815494
37690.0,20956.551390434004
27700.0,5801.145644702372
91742.0,6587.464433857143
88707.0,7820.621289285715
87199.0,2629.3299381428574
52989.0,32592.92553318447
11271.0,4357.717198695842
53228.0,1479.6429472730547
48784.0,6390.796128087131
13167.0,4100.633903384516
56509.0,1884.964783057507
10687.0,575.109933828123
57234.0,4462.040861729025
58754.0,16009.201264987065
24424.0,17749.79706970104
58352.0,5785.9564829834135
88942.0,34509.87737542857
11610.0,480.6143080499169
59091.0,4668.038147036515
53691.0,15258.17283043211
30441.0,3921.69061529688
53550.0,4915.214894784154
60143.0,2790.639000924764
37164.0,9057.368988825065
31102.0,472.51861218081547
47642.0,786.3347035337509
34472.0,41187.00045736269
13363.0,6336.478202156912
84703.0,1706.8063995714288
20238.0,898.3169812232085
57196.0,9896.932110836418
55004.0,1980.650244907921
30862.0,4617.557399753104
86453.0,3462.492807428572
91978.0,1813.3171571428568
18154.0,1406.942765329468
36947.0,7812.353494379602
30920.0,4066.701639006883
55187.0,3148.15564916996
35928.0,6242.749632313938
32287.0,3395.379215889082
47360.0,5550.927721761982
43318.0,8242.759592063034
31953.0,8932.919522594833
61964.0,3517.2209063795267
15669.0,2167.9459656188506
46399.0,5335.661633810344
49562.0,7782.768609885236
90607.0,1614.186824857143
48540.0,1129.7616119532051
57229.0,6242.6496156697485
20077.0,947.577912685871
60690.0,2791.006752593287
93442.0,2504.0389095714286
36493.0,9375.908402698837
20669.0,14738.905490720254
61020.0,25914.750405502007
42847.0,1761.6518838707511
12604.0,9577.239444095014
30145.0,1889.9086875471169
45755.0,1828.7727549756964
25045.0,38017.32126392287
86260.0,16264.739234571429
52964.0,14255.830417041218
37588.0,11014.097980048453
11480.0,4900.911499444756
33771.0,1060.423277360736
17221.0,683.0211300389609
87109.0,7.710864781334325e-80
54409.0,45517.14226669616
28267.0,1931.116392089176
89087.0,9330.178674571427
30624.0,5355.981458130065
86028.0,3893.956853714285
14156.0,7266.604433727984
28837.0,1214.8973173957258
39147.0,2141.019401091612
47403.0,1347.7812968326923
49404.0,8535.113974454885
87044.0,7.710864781334325e-80
40824.0,6614.970833449504
61258.0,2301.82867747966
29240.0,4396.726344873402
50816.0,1941.368504012377
48516.0,4616.662950493306
33346.0,2975.819654562908
44792.0,11153.6410411219
32663.0,7775.36853336425
53106.0,18457.57753960238
34375.0,3022.5000189508896
44620.0,3694.475993478553
47151.0,7093.031927440709
59101.0,6721.578085138995
20600.0,5052.089691874002
32671.0,22165.84555802099
47623.0,958.0609825294084
21171.0,2082.114624871346
90281.0,7.710864781334325e-80
38443.0,4772.201903201508
29015.0,14947.897590695708
93631.0,1931.8329975714285
29192.0,3926.822384040679
40220.0,10144.35412665793
52027.0,2144.637953381669
16496.0,771.0523602955939
49256.0,2166.5375911203964
35410.0,5522.75628009087
55523.0,2900.519773499652
88404.0,809.0706132857142
36904.0,6212.570893556613
29667.0,11209.628052117629
61159.0,2974.999861615104
59428.0,4276.06606447687
36350.0,6010.870331852892
29838.0,1278.8721183904458
54557.0,1381.1102233768397
86706.0,12637.483762428572
35509.0,1741.4698114763564
59295.0,1162.724374155831
61773.0,595.3648682623656
83884.0,2468.2047274285715
50233.0,2368.074397479571
90357.0,5421.091389571428
10388.0,9290.06290235476
46625.0,1828.7858937227325
19128.0,16299.05297635923
19963.0,541.0171640497706
17118.0,713.2876444127361
